what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435193680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383435207293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435209453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435214132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435218202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435229634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435235519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435238644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435256140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435257188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435258213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435268216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435269716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435273047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383435290157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435295291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435300362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435301765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435302506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435303534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435312279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435318305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435322201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383435333054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435334777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435336036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435369973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435370149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435370317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435370485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435370653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383435371469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383435372853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383435382570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435383948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383435483878
