what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770643539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770645366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770646077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770646380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770647080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770647476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770658648
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383770658667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770670997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770673463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383770680374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771036964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771062314
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771064145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771065640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771066065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771067365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771103245
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771103265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771130990
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771132734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771134204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771134626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771135522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771176237
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771176256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771176795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771176992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771178585
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771179901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771181917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771182334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771183274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771252674
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771252692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771272165
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771273783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771275363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771275779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771277002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771368078
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771370027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1383771375244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383771377234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771378338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771378570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771380020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771381424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771381838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771382547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771691549
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771698969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771725109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771725292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771725612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771728113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771739495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771776682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771777645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771778419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771779334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771833705
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771848318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771849716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771850141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771850728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771899736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383771899752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771901359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771904645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771904966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771906438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771907285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771909834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771912767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383771913122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383771913683
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383771915096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771917481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771917900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383771919254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772088361
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383772100486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772178001
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383772183784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772185355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772185765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772186666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772218156
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383772218175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383772219083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772234049
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383772261601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772263164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772263621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772264670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772316009
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383772316027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772319879
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383772321422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772323000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772323418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772324598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772420006
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383772420025
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1383772458685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383772458711
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1383772459301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772460751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1383772499661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383772505217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772514919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383772525224
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383772531102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772533792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772534249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383772539177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773421339
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383773436522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383773437798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773443432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773722029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773723401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773725124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383773743525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383773745838
