what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376654419155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654425594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654427768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654437866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654457103
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376654463351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654463415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654931832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654937060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654937563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654938353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654947049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654948858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654956571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376654957341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655575096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655575936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655577169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655578195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655648765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376655660039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655666666
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1376655667860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376655693862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376655703150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1376655707047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655709447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655709615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655709768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655717569
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376655722150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655743474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655744935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655747260
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376655756662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376655771645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376655773531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655785513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655788638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655791561
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376655798887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655806161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655806802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655808555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655810647
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376655819804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376655833917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376655835018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655841166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655843022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376655845926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655847197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376655866125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655870686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655873220
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376655883026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376655939195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376656407823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376656434267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376656889968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376656912813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376656913747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376656923029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376656925436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657061694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657067494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657069043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657073750
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376657078380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376657093636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376657095207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657095907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657100107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657102553
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376657111083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376657170220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376657171384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657175301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376657177446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376657178909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376657180605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657181579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657185141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657187287
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376657194586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376657239277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1376657242529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376657245400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657251241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657254299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657257814
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376657263367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657281125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657890169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376657895019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657896600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657905163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657909119
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376657915315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657931667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376657938038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376657973414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376657975156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376657979858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376658014110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376658019626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376658020272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376658025211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376658029373
